"","ward_pre","obama_sen_primary_pct","keyes_pct","bush2004_pct","obama_pres_primary_pct","mccain_pct","votes_cast_2004_sen_dem_primary","votes_cast_2004_senate","votes_cast_2004_president","votes_cast_2008_president_dem_primary","votes_cast_2008_president","nondemo.distance","demo.distance","white_median_income","black_median_income","white_name","black_name","registrants"
"209","5 1",0.927272727272727,0.031936127744511,0.0257936507936508,0.932432432432432,0.00351493848857645,220,501,504,370,569,3256.27097305677,3750.99448904522,49389,16747,0.00625582168758736,0.978461029421024,597
"210","5 2",0.876712328767123,0.0327102803738318,0.0298165137614679,0.939163498098859,0.00662251655629139,219,428,436,263,453,2717.54361865776,2641.97593153435,0,38475,0.00183610838294635,0.987351113361462,412
"211","5 3",0.907142857142857,0.0539568345323741,0.0638297872340425,0.854430379746835,0.0231660231660232,140,278,282,158,259,950.92631531839,1842.48914356155,12746,13665,0.520024569133304,0.405607066909116,160
"212","5 4",0.952631578947368,0.0161290322580645,0.0159235668789809,0.925581395348837,0.00958466453674121,190,310,314,215,313,3988.71534728054,4225.42597962799,3990,20039,0.00190472570245868,0.983113785794746,347
"213","5 5",0.878048780487805,0.0422535211267606,0.0324825986078886,0.962068965517241,0.00604838709677419,205,426,431,290,496,2079.10247998443,2426.30076185081,1269,29237,0.00998093439374657,0.980889441455869,459
"214","5 6",0.917602996254682,0.0214424951267057,0.027027027027027,0.962264150943396,0.00538599640933573,267,513,518,371,557,3513.62416566614,3740.56153157909,1548,24057,0.00674595541832726,0.977209831483993,620
"215","5 7",0.946043165467626,0.022271714922049,0.0353200883002208,0.948795180722892,0.00808080808080808,278,449,453,332,495,3767.76398963624,4046.33348288336,69188,35495,0.0228169027382435,0.963417997296047,654
"216","5 8",0.952229299363057,0.0460176991150442,0.0880281690140845,0.827160493827161,0.0621572212065814,314,565,568,405,547,1697.17474324735,2536.82354105351,75583,71756,0.684112793232786,0.237774190696005,485
"217","5 9",0.955357142857143,0.0381861575178998,0.0189125295508274,0.950657894736842,0.00433839479392625,224,419,423,304,461,2844.19205770483,2963.06560122982,0,36600,0.0067937817172325,0.983114704729238,461
"218","5 10",0.954166666666667,0.025844930417495,0.02,0.939297124600639,0,240,503,500,313,452,2434.29577989819,2661.09426090154,24,25814,0.00350080233114782,0.984937535951836,535
"219","5 11",0.923841059602649,0.050314465408805,0.0761099365750529,0.869127516778524,0.061576354679803,302,477,473,298,406,2043.74954909351,2733.38932873613,9794,7191,0.574585522110065,0.376711862755728,43
"220","5 12",0.943396226415094,0.0406976744186047,0.0379008746355685,0.972093023255814,0.00895522388059702,159,344,343,215,335,3623.66072174209,3576.19170156006,13705,74967,0.00415012879322397,0.990206166588539,639
"221","5 13",0.907216494845361,0.0246575342465753,0.0242587601078167,0.975862068965517,0.0133037694013304,194,365,371,290,451,1584.62725648987,1833.90559197014,5989,16670,0.000222556332441598,0.989381535089171,470
"222","5 14",0.924932975871314,0.0446428571428571,0.068904593639576,0.841075794621027,0.0230088495575221,373,560,566,409,565,1888.83048317958,2621.38341915526,10889,8022,0.467894966100966,0.440170717732547,357
"223","5 15",0.8875,0.0369565217391304,0.0676855895196507,0.912,0.0393700787401575,240,460,458,250,381,970.053268211731,1856.32300342264,23797,31738,0.369581983083909,0.582041334376271,514
"224","5 16",0.870967741935484,0.0355450236966825,0.0280373831775701,0.960474308300395,0.00740740740740741,186,422,428,253,405,1483.03496043681,1353.0077896034,2631,15451,0.00134667908869213,0.989131416627302,599
"225","5 17",0.896153846153846,0.0230769230769231,0.0153550863723608,0.954022988505747,0.00191204588910134,260,520,521,348,523,2413.66697125446,2768.38179688279,26424,14789,0.0042480038338936,0.988406324898174,628
"226","5 18",0.94661921708185,0.0214007782101167,0.02321083172147,0.939209726443769,0.0122699386503067,281,514,517,329,489,676.792032336792,1552.45153372179,14085,14067,0.0346690521931956,0.940522171649646,530
"227","5 19",0.888888888888889,0.0438247011952191,0.0274509803921569,0.935294117647059,0.00694444444444444,99,251,255,170,288,3106.05765012399,3172.14468569169,20279,12529,0.00596819218152204,0.983853145351551,309
"228","5 20",0.968085106382979,0.0333333333333333,0.0401459854014599,0.930817610062893,0,94,270,274,159,310,2814.13350230827,2770.3575051997,16463,26012,0.00136382759088989,0.994505623695122,559
"229","5 21",0.956204379562044,0.0328820116054159,0.0307692307692308,0.961538461538462,0.00397614314115308,274,517,520,338,503,2799.35562383597,3084.80835658322,9201,29016,0.0212853859501869,0.964380174650533,759
"230","5 22",0.912,0.0287958115183246,0.0182767624020888,0.951048951048951,0,250,382,383,286,442,1889.19732539326,2381.45575231854,8015,8535,0.0175712881850786,0.967055057803929,123
"231","5 23",0.894444444444444,0.0339943342776204,0.0111731843575419,0.958904109589041,0.00890207715133531,180,353,358,219,337,2002.60748633298,1909.64081626401,20,47714,0.00182714378713257,0.985096312044013,519
"232","5 24",0.901345291479821,0.0228758169934641,0.0490196078431373,0.80859375,0.0353697749196141,223,306,306,256,311,2199.05574833729,2953.69806174813,3424,3549,NA,NA,NA
"233","5 25",0.897435897435897,0.0280898876404494,0.0295748613678373,0.964601769911504,0.00177619893428064,234,534,541,339,563,2569.36305972467,2954.40223488776,21934,15036,0.0125595754474216,0.978052918624191,456
"234","5 26",0.917355371900826,0.0301075268817204,0.0235546038543897,0.943786982248521,0.010752688172043,242,465,467,338,558,3604.07382277814,4040.89766037348,501,8385,0.00706588520765237,0.97502728699254,450
"235","5 27",0.882005899705015,0.0692695214105793,0.139825218476904,0.813471502590674,0.0913107511045655,339,794,801,386,679,959.87076712426,1799.26831646735,119615,69544,0.8687563643132,0.0660196095783627,694
"236","5 28",0.933070866141732,0.0255220417633411,0.0532407407407407,0.915915915915916,0.00840336134453781,254,431,432,333,476,3141.05396590543,3493.35031629855,84463,35959,0.0239520479013771,0.966227195555974,718
"237","5 29",0.95910780669145,0.0235042735042735,0.0171306209850107,0.941935483870968,0.0107991360691145,269,468,467,310,463,3674.7268118892,4146.33734295094,23390,21039,0.0233356314442166,0.959261444364655,279
"238","5 30",0.922374429223744,0.0568181818181818,0.106818181818182,0.807971014492754,0.0929095354523227,219,440,440,276,409,1444.3362101479,2284.03399421008,55478,24547,0.715317316702389,0.201316320416669,524
"239","5 31",0.924528301886792,0.0457831325301205,0.035799522673031,0.939285714285714,0.00986193293885602,212,415,419,280,507,3070.53698614019,3524.23038166198,29489,19981,0.00388704513184875,0.987751496623449,385
"240","5 32",0.967741935483871,0.0421052631578947,0.0541012216404887,0.947252747252747,0.0160513643659711,341,570,573,455,623,3530.66688044856,4045.43120956266,29851,13840,0.0211984725944835,0.960055894110327,382
"242","5 34",0.902542372881356,0.0311111111111111,0.0420353982300885,0.947945205479452,0.00377358490566038,236,450,452,365,530,3354.21714787014,3812.35525467081,0,16499,0.00642535796997092,0.983460622471476,675
"243","5 35",0.915422885572139,0.0717821782178218,0.126865671641791,0.852713178294574,0.0843989769820972,201,404,402,258,391,1993.5869274209,2767.27605393853,21083,21783,0.445265869394151,0.491742397633347,113
"244","5 36",0.918918918918919,0.0239520958083832,0.0271084337349398,0.936507936507937,0.0087463556851312,148,334,332,189,343,3112.03676717222,3358.47390332258,281,14236,0.000481757751512947,0.991145993851372,485
"245","5 37",0.9375,0.0490956072351421,0.0801033591731266,0.82421875,0.0350404312668464,208,387,387,256,371,2204.30745326614,2978.91530521502,15812,14399,0.650995446198724,0.266782281655798,98
"246","5 38",0.893103448275862,0.037122969837587,0.0815850815850816,0.787985865724382,0.0652173913043478,290,431,429,283,414,2395.55565028671,3135.03524348136,23473,19259,0.561148327276397,0.359782075412847,355
"247","5 39",0.902439024390244,0.063872255489022,0.0878243512974052,0.794037940379404,0.0666666666666667,287,501,501,369,525,1623.16779527202,2433.00850246813,85214,67288,0.862382668532394,0.0393928020577529,198
"248","5 40",0.894957983193277,0.0257352941176471,0.0255009107468124,0.973770491803279,0,238,544,549,305,594,3371.99776959376,3771.1156615251,14,12393,0.00205920113930814,0.990317509637552,530
"249","5 41",0.924603174603175,0.0529953917050691,0.108045977011494,0.782287822878229,0.0746987951807229,252,434,435,271,415,1228.05468596462,2042.54616639138,102295,71139,0.873109410595049,0.0555159042599374,516
"250","5 42",0.914728682170543,0.0277227722772277,0.029585798816568,0.984939759036145,0.0147329650092081,258,505,507,332,543,3357.69357301725,3645.06778205786,669,9246,0.00251815879107971,0.985131855561363,673
"251","5 43",0.95049504950495,0.0294117647058824,0.0318181818181818,0.901538461538462,0.00663716814159292,303,442,440,325,452,2344.8002952275,2990.69164302795,151075,70779,0.217195252396999,0.754319587526425,1936
"252","5 44",0.950704225352113,0.0359712230215827,0.026978417266187,0.949152542372881,0.0106571936056838,284,556,556,354,563,4003.40306425362,4467.14361463022,18902,16028,0.016755091309645,0.966786649353543,912
"253","5 45",0.948529411764706,0.0298013245033113,0.026578073089701,0.945812807881773,0.0072992700729927,136,302,301,203,274,2216.27993002212,2192.97282764875,2,32409,0.00217855424441311,0.99601593416749,419
"254","5 46",0.894568690095847,0.0603907637655417,0.100706713780919,0.831325301204819,0.0675422138836773,313,563,566,332,533,2265.52008134172,2949.65095429506,12217,8986,0.57527716768614,0.332418566877163,514
"255","5 47",0.908045977011494,0.0323383084577114,0.0324189526184539,0.968085106382979,0.0043010752688172,174,402,401,282,465,3577.53654523229,3964.31185714515,48,10402,0.00278962506849961,0.98172440821429,290
"256","5 48",0.907216494845361,0.0369230769230769,0.0486322188449848,0.843434343434343,0.045016077170418,194,325,329,198,311,1771.96955663702,2533.19506581681,13954,10248,0.574803551710773,0.0341508502085934,2
"257","5 49",0.924528301886792,0.0206185567010309,0.0104166666666667,0.956521739130435,0,53,97,96,69,107,2989.57253614539,3161.04463172783,0,6702,0.00249248579914035,0.982756710496334,205
"258","5 50",0.921296296296296,0.0264423076923077,0.0186915887850467,0.934782608695652,0.00246913580246914,216,416,428,276,405,3361.42043837706,3292.72885641631,95545,60308,0.0104110575958306,0.984545358318592,547
"259","5 51",0.857954545454545,0.0258620689655172,0.0173913043478261,0.948497854077253,0.0079155672823219,176,348,345,233,379,2262.52144796814,2410.22557593217,0,43380,0.00156077168921831,0.99127564257714,592
"260","5 52",0.946666666666667,0.0465116279069767,0.0591715976331361,0.745454545454545,0.0598290598290598,75,172,169,55,117,618.628744891096,1418.04124859195,69442,134460,0.667856762531221,0.228950221562636,190
"261","5 53",0.922558922558923,0.0453563714902808,0.0895522388059701,0.844444444444444,0.0600858369098712,297,463,469,315,466,1617.43676176515,2422.78903966533,8891,11659,0.436822380399265,0.499898822928033,300
"262","5 54",0.94269340974212,0.0336448598130841,0.037243947858473,0.94199535962877,0.0100671140939597,349,535,537,431,596,3794.76009157297,4143.46088585497,47693,43289,0.012206231255843,0.971980091000929,727
"264","6 1",0.959247648902821,0.0345572354211663,0.0391304347826087,0.957219251336898,0.00415800415800416,319,463,460,374,481,2872.81520903134,3895.07355917781,7524,37909,0.00339640447114332,0.987993824654837,598
"265","6 2",0.950331125827815,0.0364025695931477,0.0280777537796976,0.957446808510638,0.0041407867494824,302,467,463,376,483,2005.37932133401,5234.89643987852,6864,39853,0.00248463497373106,0.99227150828815,710
"266","6 3",0.932203389830508,0.0196936542669584,0.0306345733041575,0.937313432835821,0.00598802395209581,295,457,457,335,501,2714.24091626542,4769.38656973604,496,26862,0.000528831689514581,0.992348646099835,499
"267","6 4",0.87741935483871,0.0313479623824451,0.0372670807453416,0.913978494623656,0.00843881856540084,155,319,322,279,474,1543.67635758974,1914.83547712831,16636,40319,0.00826684987585618,0.984210296169939,472
"268","6 5",0.862068965517241,0.0029940119760479,0.0118343195266272,0.977272727272727,0.00920245398773006,116,334,338,176,326,1984.52299743422,2360.27252222093,630,14382,0.00471805508124507,0.988733271491495,293
"269","6 6",0.945833333333333,0.0269541778975741,0.0107816711590297,0.95,0.002710027100271,240,371,371,280,369,2271.4168682311,2394.30708985697,0,34441,0.00120208842270228,0.974788076851571,341
"270","6 7",0.929292929292929,0.0268714011516315,0.0346153846153846,0.958100558659218,0.0074487895716946,297,521,520,358,537,1571.77521412747,1615.39578789943,7467,103340,0.000483803576924286,0.986615540852432,537
"273","6 10",0.949685534591195,0.0106157112526539,0.0170575692963753,0.959427207637232,0.00376647834274953,318,471,469,419,531,3033.04803699376,4338.88623007782,3,8384,0.00468069833848337,0.989667794931059,274
"274","6 11",0.940711462450593,0.0234741784037559,0.0257009345794393,0.968051118210863,0.00674157303370787,253,426,428,313,445,2339.66964634846,2444.62599036944,23,60003,0.00387326190477231,0.988076318626959,520
"275","6 12",0.868131868131868,0.0415754923413567,0.0281995661605206,0.956204379562044,0,182,457,461,274,504,1852.54944750972,2136.13977504336,21501,53000,0.000575949014984595,0.995047872713928,342
"276","6 13",0.955156950672646,0.0255813953488372,0.0277136258660508,0.974545454545454,0.00945626477541371,223,430,433,275,423,2189.26763782004,5670.78367584846,21108,19580,0.00454686507720669,0.991309350484082,624
"277","6 14",0.925196850393701,0.0298210735586481,0.0198807157057654,0.961852861035422,0.0018348623853211,254,503,503,367,545,3169.67185489217,3231.4849201917,5202,45882,0.0035403308114085,0.98850268709871,543
"278","6 15",0.895522388059702,0.03,0.03125,0.946280991735537,0.00434782608695652,201,500,512,242,460,2063.45230321032,2507.33821591499,0,42459,0.000610198691464331,0.992159197502158,494
"279","6 16",0.921985815602837,0.0198237885462555,0.021978021978022,0.962566844919786,0.00412371134020619,282,454,455,374,485,2743.45044991405,2827.19498160889,0,61156,0.00290948431678684,0.983094027124399,671
"280","6 17",0.97411003236246,0.0140845070422535,0.0261569416498994,0.987277353689567,0.00410677618069815,309,497,497,393,487,908.179421562382,6164.14170145332,0,33825,0,0.985594367636706,398
"281","6 18",0.898550724637681,0.03003003003003,0.033033033033033,0.968253968253968,0.00280898876404494,138,333,333,189,356,1437.44051685366,1885.50300087056,14101,34816,0.00700510277115761,0.989363934863355,409
"282","6 19",0.920689655172414,0.0356435643564356,0.0257425742574257,0.953367875647668,0.00553505535055351,290,505,505,386,542,2845.45616575359,3003.6457333206,0,51750,0.00133885303553819,0.992712597682342,523
"283","6 20",0.925925925925926,0.0321100917431193,0.0311804008908686,0.965299684542587,0.00418410041841004,243,436,449,317,478,1402.52185106596,1379.04562074235,18290,14929,0.00236675113514034,0.989989476448857,490
"284","6 21",0.930769230769231,0.0340314136125654,0.0552631578947368,0.945686900958466,0.0046189376443418,260,382,380,313,433,999.843319596313,7130.71159019871,56173,86272,0.00128502915659294,0.992516807424238,395
"285","6 22",0.947368421052632,0.0323325635103926,0.034324942791762,0.954861111111111,0.00881057268722467,228,433,437,288,454,1702.40054031684,7037.89421366886,23286,49069,0.00268582627059682,0.981594044925403,575
"286","6 23",0.911330049261084,0.0438144329896907,0.0481012658227848,0.962825278810409,0.0101010101010101,203,388,395,269,396,3071.7339000157,3104.91981996035,65203,29008,0.00268650552148612,0.98409070304373,506
"287","6 24",0.936329588014981,0.0160183066361556,0.00900900900900901,0.956923076923077,0,267,437,444,325,475,2410.65344113504,5299.69935103598,3282,40455,0.00179424038664542,0.986694062217857,524
"288","6 25",0.926553672316384,0.0294985250737463,0.0147058823529412,0.953389830508475,0.00274725274725275,177,339,340,236,364,1940.11687909684,5984.7520267898,6220,20186,0.00435947779951044,0.982135004532011,311
"289","6 26",0.937037037037037,0.0245398773006135,0.0182926829268293,0.967654986522911,0.00957854406130268,270,489,492,371,522,1853.69537077238,5647.80003653869,1498,26730,0.00180941309886904,0.985108052085794,748
"290","6 27",0.941860465116279,0.00974658869395711,0.0194174757281553,0.969047619047619,0.003584229390681,344,513,515,420,558,1649.27354357956,5238.48302595594,0,46408,0.00484515683327534,0.9886397310071,718
"291","6 28",0.962085308056872,0.0263565891472868,0.031201248049922,0.953445065176909,0.0115774240231548,422,645,641,537,691,1382.40078627367,5644.29834249013,0,54626,0.00243788308277298,0.986756168050247,715
"292","6 29",0.961165048543689,0.029045643153527,0.0375,0.947658402203857,0.00202020202020202,309,482,480,363,495,1990.41998607414,4810.27095527729,807,39063,0.00350498819333376,0.970107767254363,431
"293","6 30",0.92511013215859,0.0256410256410256,0.0255220417633411,0.930313588850174,0.0107066381156317,227,429,431,287,467,2109.28127495799,2136.3984209824,0,32388,0.00240126105099839,0.988040513514639,480
"294","6 31",0.945686900958466,0.026694045174538,0.0349794238683128,0.961852861035422,0.00604838709677419,313,487,486,367,496,2347.74234637733,4861.42669369752,2678,46137,0.00124135465945992,0.983903105580198,564
"295","6 32",0.919354838709677,0.025,0.0304182509505703,0.930555555555556,0.00357142857142857,310,520,526,360,560,1833.61043564731,1957.00460703118,3634,57899,0.00744498992581994,0.986287756072032,784
"296","6 33",0.937908496732026,0.0218253968253968,0.0176470588235294,0.951219512195122,0.0103806228373702,306,504,510,369,578,1823.73488463434,1846.13199880945,0,52157,0.00511053698074992,0.983356539375631,648
"297","6 34",0.925438596491228,0.029082774049217,0.0157303370786517,0.941368078175896,0.011441647597254,228,447,445,307,437,3439.26376008119,3894.96552852069,311,20379,0.00323399219541947,0.982279235492609,412
"299","6 36",0.933333333333333,0.0459016393442623,0.025974025974026,0.903061224489796,0.00306748466257669,45,305,308,196,326,1289.7195634531,1571.88142298288,2767,19925,0.00211043902337163,0.98623691175171,372
"300","6 37",0.963815789473684,0.0208333333333333,0.0139211136890951,0.978494623655914,0.00431034482758621,304,432,431,372,464,2367.35913954101,4418.20381373646,238,29156,0.00251022143418483,0.98539373288445,486
"301","6 38",0.933110367892977,0.0145530145530146,0.0332640332640333,0.947692307692308,0.00564971751412429,299,481,481,325,531,2780.00182704276,2833.35076908972,874,45421,0.00549944423130258,0.9885939681995,618
"302","6 39",0.909871244635193,0.0268456375838926,0.0134228187919463,0.940983606557377,0.00613496932515337,233,447,447,305,489,2466.81838143597,2495.37105298046,12651,39246,0.000684882575697681,0.991612826298325,521
"303","6 40",0.899328859060403,0.033434650455927,0.0212765957446809,0.957219251336898,0.003125,149,329,329,187,320,2277.02777559609,2686.88630777786,0,26135,0.00210731747566813,0.993258677210193,369
"304","6 41",0.963709677419355,0.0227790432801822,0.0227790432801822,0.957627118644068,0.0135746606334842,248,439,439,354,442,2657.84088789392,4122.82101806353,7532,31831,0.00965128234552446,0.976342242550746,565
"305","6 42",0.886363636363636,0.0453333333333333,0.0375335120643432,0.970930232558139,0.00274725274725275,132,375,373,172,364,2407.96440702064,2780.96226174215,5,39382,0.00174769365798222,0.986910843049169,278
"306","6 43",0.925373134328358,0.0343347639484979,0.0336842105263158,0.940509915014164,0.00592885375494071,268,466,475,353,506,2906.03093460418,2989.09487355162,319,53314,0.000661440389356137,0.996878582971985,522
"307","6 44",0.97165991902834,0.0291479820627803,0.0270880361173815,0.954397394136808,0.00645161290322581,247,446,443,307,465,3224.32402978384,3592.96560344972,14952,27884,0.00160465283787774,0.994575689814577,515
"309","6 46",0.960869565217391,0.0238095238095238,0.0366492146596859,0.977917981072555,0.00696055684454756,230,378,382,317,431,3062.3334040651,4020.92273227188,0,21708,0.00214184655500146,0.992795908694173,413
"310","6 47",0.952554744525547,0.0267857142857143,0.0288888888888889,0.969613259668508,0.0147991543340381,274,448,450,362,473,2752.21962348193,4345.15405024829,355,36586,0.00446881301630975,0.992643772743149,481
"311","6 48",0.91578947368421,0.023109243697479,0.027027027027027,0.95364238410596,0,285,476,481,302,445,1977.73884778525,2064.60195891341,0,24304,0.000340555123477027,0.980938379581983,476
"312","6 49",0.90530303030303,0.0217391304347826,0.0233545647558386,0.983606557377049,0.0055452865064695,264,460,471,366,541,2094.85144759139,2301.4455227324,293,44971,0.000851169802168709,0.99199210259598,844
"314","6 51",0.935643564356436,0.0424242424242424,0.0548780487804878,0.949152542372881,0.00588235294117647,202,330,328,236,340,3130.1271013517,3822.96016813878,573,17734,0,0.98711279100744,347
"315","6 52",0.946808510638298,0.0241935483870968,0.0213333333333333,0.95067264573991,0,188,372,375,223,368,3464.3503280618,3531.30165544481,0,15591,0.0010201233124221,0.991023245910771,372
"316","6 53",0.931034482758621,0.0198019801980198,0.0123152709359606,0.950354609929078,0.00677200902934537,232,404,406,282,443,3092.3158595152,3639.34325825503,0,30962,0.00770496406773411,0.978352472418985,441
"317","6 54",0.962809917355372,0.0153508771929825,0.0107991360691145,0.919540229885057,0.00410677618069815,242,456,463,348,487,3444.54423687237,3596.44145672515,0,14742,0.000316593679106129,0.98399954724549,553
"318","6 55",0.97,0.0529100529100529,0.0421052631578947,0.9812734082397,0.0127659574468085,200,378,380,267,470,2297.05283603911,2388.90911539244,15904,23461,0.00131244879700726,0.981587252739369,561
"319","6 56",0.960893854748603,0.00940438871473354,0.0124223602484472,0.962655601659751,0,179,319,322,241,337,2272.52326225684,2339.61659511323,49551,24422,0.00112330271453272,0.994260226651652,233
"320","6 57",0.937062937062937,0.0230263157894737,0.0324675324675325,0.964285714285714,0.00334448160535117,143,304,308,196,299,3387.29069878506,3552.46284527855,184,17945,0.000955124271604228,0.992719486853685,246
"321","6 58",0.976744186046512,0.0320987654320988,0.0369458128078818,0.947976878612717,0.00443458980044346,301,405,406,346,451,2366.16467464461,4594.67244515241,214,61881,0.00052607670140679,0.986620307169626,542
"322","6 59",0.939024390243902,0.035264483627204,0.0227272727272727,0.948805460750853,0.00968523002421308,246,397,396,293,413,3204.63836316251,4090.6572275608,347,24908,0.00188448891122536,0.988609571837886,445
"323","6 60",0.962732919254658,0.0203389830508475,0.0204778156996587,0.954128440366973,0,161,295,293,218,298,2675.16620703099,2773.57886487752,14031,16293,0.000512468435168111,0.997381835923934,310
"324","6 61",0.919753086419753,0.0293255131964809,0.0263929618768328,0.914141414141414,0.00327868852459016,162,341,341,198,305,1819.53904653451,1880.24075285004,0,16645,0.000431366775209279,0.977013695988173,184
"325","6 62",0.956666666666667,0.0289855072463768,0.0146103896103896,0.935251798561151,0.00211864406779661,300,621,616,278,472,1426.97900859245,1507.73299734099,1943,26666,0.00169968471902437,0.991134229068473,503
"326","6 63",0.946188340807175,0.020460358056266,0.0178571428571429,0.929260450160772,0.0091533180778032,223,391,392,311,437,3490.71407149313,3724.83805621383,0,11672,0.00192906732817079,0.989478665419327,431
"327","6 64",0.942953020134228,0.0368550368550369,0.0248138957816377,0.951704545454545,0.0129310344827586,298,407,403,352,464,1440.93134847364,7331.81448374641,35225,36571,0.00354406084147857,0.985253078644764,531
"328","7 1",0.949152542372881,0.013745704467354,0.0203735144312394,0.967359050445104,0.0065359477124183,413,582,589,337,612,3495.04247068353,6801.66379747829,2167,76376,0.006763186897236,0.985515365176107,798
"329","7 2",0.894927536231884,0.041970802919708,0.0400728597449909,0.924198250728863,0.0193050193050193,276,548,549,343,518,4163.54470387277,6385.85892542916,27668,37616,0.0388767903937338,0.948919247092229,768
"330","7 3",0.896341463414634,0.0150753768844221,0.0100502512562814,0.908256880733945,0.00519480519480519,164,398,398,218,385,5513.32210753894,5789.21328734538,179,16532,0.00445784934961518,0.975522527042688,445
"331","7 4",0.83625730994152,0.0704225352112676,0.0763888888888889,0.855421686746988,0.0240963855421687,171,426,432,249,415,4183.65866989733,6653.45976004512,27128,29342,0.0277674334902099,0.800832168569671,611
