"","ward_pre","obama_sen_primary_pct","keyes_pct","bush2004_pct","obama_pres_primary_pct","mccain_pct","votes_cast_2004_sen_dem_primary","votes_cast_2004_senate","votes_cast_2004_president","votes_cast_2008_president_dem_primary","votes_cast_2008_president","nondemo.distance","demo.distance","white_median_income","black_median_income","white_name","black_name","registrants"
"425","8 37",0.888489208633094,0.0168539325842697,0.0113207547169811,0.957055214723926,0.00173010380622837,278,534,530,326,578,2391.1280524665,5945.63484141986,964,36207,0.00138021148948205,0.992263149584022,803
"426","8 38",0.860169491525424,0.0283018867924528,0.0278422273781903,0.946107784431138,0.00863930885529158,236,424,431,334,463,2962.55229821932,5799.7143625625,0,40104,0.0051821985451792,0.980937861811282,528
"427","8 39",0.927835051546392,0.0311111111111111,0.0265486725663717,0.956011730205279,0.00232018561484919,291,450,452,341,431,2826.50102554613,7737.11378257239,3404,20719,0.00222148399791603,0.991051640374884,503
"428","8 40",0.948717948717949,0.0235546038543897,0.019271948608137,0.966442953020134,0.00421940928270042,234,467,467,298,474,3403.16438237651,4389.774839803,1002,19525,0.000645230802048053,0.990931895206217,587
"429","8 41",0.950207468879668,0.0242587601078167,0.0214477211796247,0.930769230769231,0.00789473684210526,241,371,373,260,380,3169.33535159786,4698.45888124203,0,19552,0.00576625204667642,0.981126446029255,524
"430","8 42",0.884057971014493,0.0315533980582524,0.0194647201946472,0.958333333333333,0.00980392156862745,276,412,411,312,408,4972.1242159848,5277.85744957985,0,35703,0.00286269897115668,0.991048253522291,544
"431","8 43",0.874458874458874,0.0318471337579618,0.0360934182590234,0.923387096774194,0.018058690744921,231,471,471,248,443,3599.56900480821,3634.87257051051,393,16118,0.00872742262292768,0.987286722267789,471
"432","8 44",0.90547263681592,0.036101083032491,0.0283687943262411,0.944444444444444,0.00943396226415094,201,277,282,234,318,2955.07016703665,6923.24398917512,31404,37410,0.0174710654282301,0.977762769795562,306
"433","8 45",0.882352941176471,0.0356234096692112,0.0279187817258883,0.945205479452055,0.0119047619047619,187,393,394,219,420,3817.68559121967,3840.57405006489,0,13618,0.000295408384145975,0.989232117162664,653
"434","8 46",0.91044776119403,0.0341880341880342,0.028328611898017,0.964,0.00826446280991736,201,351,353,250,363,4545.45388064984,5880.6095700477,0,17188,0.00806865634962568,0.978118212918787,358
"435","8 47",0.88715953307393,0.0327102803738318,0.048951048951049,0.954983922829582,0.00484261501210654,257,428,429,311,413,2499.77816794949,7320.42305673773,232,21215,0.0120227371474816,0.981994119007789,418
"436","8 48",0.903061224489796,0.0396341463414634,0.0214723926380368,0.95910780669145,0.0053475935828877,196,328,326,269,374,4230.23775774427,4201.16165383169,81693,46596,0.00494812603169199,0.988796574699968,507
"437","8 49",0.928571428571429,0.0107296137339056,0.012847965738758,0.96398891966759,0.0094876660341556,280,466,467,361,527,4762.19342080019,5238.03277172869,4708,35296,0.00808441417762433,0.987197598343774,454
"438","8 50",0.908396946564885,0.0352112676056338,0.0163934426229508,0.960244648318043,0.00242130750605327,262,426,427,327,413,4291.90444206595,5638.63559995213,1436,13655,0.00362304486230226,0.989164485619431,397
"439","8 51",0.932692307692308,0.0232067510548523,0.029535864978903,0.925831202046036,0.00793650793650794,312,474,474,391,504,4494.59514156898,5380.48494522399,49197,52276,0.00451834874742489,0.986872539232148,827
"440","8 52",0.912408759124088,0.0276381909547739,0.0303030303030303,0.949843260188088,0.00245098039215686,274,398,396,319,408,4020.46186834729,5303.46852241786,49824,38751,0.0118030836910888,0.982075431080707,555
"441","8 53",0.93125,0.0266075388026608,0.0335570469798658,0.954415954415954,0.0105042016806723,320,451,447,351,476,4205.85571273693,4914.75904994972,179,41037,0.0143301570637502,0.968050499763266,582
"442","8 54",0.90234375,0.0318906605922551,0.0382022471910112,0.961661341853035,0.00659340659340659,256,439,445,313,455,3983.04413051544,4436.0514304371,4080,30876,0.00529534602438162,0.985834483338647,597
"443","8 55",0.926530612244898,0.0321361058601134,0.0262172284644195,0.975438596491228,0.00359712230215827,245,529,534,285,556,3661.97028925503,4033.71808558561,29556,16793,0.000460857282484941,0.994048979404407,642
"444","8 56",0.830882352941177,0.0397489539748954,0.0416666666666667,0.96231884057971,0.0099403578528827,272,478,480,345,503,3926.0590762705,3924.09919584604,869,25683,0.000487819908740432,0.990058177229967,761
"445","8 57",0.941964285714286,0.0267379679144385,0.0264550264550265,0.947368421052632,0.00253164556962025,224,374,378,285,395,3605.8360987685,3754.19573226209,118124,57856,0.00343255124292862,0.994363720031852,364
"446","8 58",0.948275862068966,0.0261282660332542,0.0166270783847981,0.940972222222222,0.00228310502283105,290,421,421,288,438,4043.80341877332,5779.32497076509,151,36216,0.000754909831870379,0.986860194329748,345
"447","8 59",0.793548387096774,0.060126582278481,0.0404984423676012,0.954954954954955,0.0160771704180064,155,316,321,222,311,2855.89724834874,6608.89377401554,6344,29381,0.0122153003688337,0.984406752754682,436
"448","8 60",0.914027149321267,0.027027027027027,0.0372340425531915,0.955465587044534,0.0108108108108108,221,370,376,247,370,4189.40366533816,4381.84740997596,0,57938,0.00368394073985195,0.97486451718446,399
"449","8 61",0.947643979057592,0.0170454545454545,0.0256410256410256,0.958955223880597,0.010443864229765,191,352,351,268,383,2942.49947428007,4898.43624004122,18308,40813,0.00221221256369578,0.987094973334033,456
"450","8 62",0.96218487394958,0.0258620689655172,0.0201729106628242,0.947169811320755,0.00882352941176471,238,348,347,265,340,3403.16043953472,6509.50901606398,18226,30455,0.00691598857850457,0.990201459224756,420
"451","8 63",0.911262798634812,0.0217917675544794,0.0191387559808612,0.965189873417722,0.0130890052356021,293,413,418,316,382,4977.82157182284,5453.58772974406,0,27048,0.00153564075721567,0.987528874496984,427
"452","8 64",0.894736842105263,0.0437956204379562,0.0311004784688995,0.952554744525547,0.00705882352941176,209,411,418,274,425,2628.86785422585,6142.7289648602,922,38443,0.00217919541116502,0.994332581208851,502
"453","8 65",0.93491124260355,0.0254545454545455,0.021978021978022,0.962365591397849,0.0111524163568773,169,275,273,186,269,4567.31417100123,4731.38065208868,211,35637,0.0104711334620085,0.979493943076866,484
"454","8 66",0.93841642228739,0.0368509212730318,0.0434782608695652,0.983298538622129,0.00156739811912226,341,597,598,479,638,2684.70367456654,7049.74188352609,3836,58150,0.00526772049989895,0.993388179004462,680
"459","9 1",0.9553264604811,0.0191489361702128,0.0148619957537155,0.971509971509972,0.00417536534446764,291,470,471,351,479,2352.97027803825,8381.61166970892,0,45612,0.00989484445042746,0.977867588695769,722
"463","9 5",0.911894273127753,0.01875,0.0165289256198347,0.969101123595506,0.00583657587548638,227,480,484,356,514,2060.85266916664,8491.47064122471,0,43739,0.00704523550679063,0.984203443023972,756
"467","9 9",0.942652329749104,0.0240174672489083,0.0324675324675325,0.950413223140496,0.00801603206412826,279,458,462,363,499,3104.65159005503,9274.92204365164,0,15514,0.00298008223032923,0.988768148954181,391
"468","9 10",0.923076923076923,0.0298165137614679,0.036281179138322,0.948220064724919,0,234,436,441,309,439,1481.18840861689,8188.0466507906,18361,20425,0.00370077666882378,0.991191470727113,539
"470","9 12",0.926530612244898,0.0366379310344828,0.0298507462686567,0.95398773006135,0.00636942675159236,245,464,469,326,471,1163.53780449262,7779.54309190148,2621,30525,0.000489385744361102,0.990222673244778,594
"478","9 20",0.870748299319728,0.0104384133611691,0.0147058823529412,0.965317919075145,0.00227272727272727,294,479,476,346,440,1063.28621462186,7780.02792837341,13705,15906,0,0.99079730489325,579
"480","9 22",0.941605839416058,0.0338983050847458,0.0360934182590234,0.957446808510638,0.00197628458498024,274,472,471,376,506,2801.51783882159,8937.05662260183,38069,37031,0.00924328193275941,0.987364939098933,695
"481","9 23",0.876847290640394,0.0272277227722772,0.03125,0.911111111111111,0.00263157894736842,203,404,416,270,380,3750.23790081181,10501.447433917,28978,18495,0.00628900728348492,0.973598838596027,442
"487","9 29",0.903225806451613,0.0203160270880361,0.0134529147982063,0.963768115942029,0.00602409638554217,186,443,446,276,498,2422.64998042963,8901.25661441342,0,16039,0.00118036609816677,0.993373045242392,714
"489","9 31",0.892156862745098,0.0526315789473684,0.0382882882882883,0.958477508650519,0.00466200466200466,204,437,444,289,429,3914.4256426256,10515.8009469181,627,62906,0.00411523454407538,0.987198315488144,606
"490","9 32",0.924302788844621,0.0333333333333333,0.0412371134020619,0.957575757575758,0.00838574423480084,251,480,485,330,477,2775.68588454687,9116.40892396084,0,16517,0.00272595450374733,0.987165811087116,473
"492","9 34",0.848780487804878,0.0235849056603774,0.027906976744186,0.957198443579767,0.0045766590389016,205,424,430,257,437,2921.56060019215,9442.14670085466,8,22762,0.00337589224810408,0.980726727154232,761
"496","9 38",0.914634146341463,0.0245398773006135,0.0244897959183673,0.973607038123167,0.00364963503649635,246,489,490,341,548,3395.54204147586,9686.09667817452,9048,26724,0.00208395995401458,0.988537350485523,464
"498","9 40",0.949090909090909,0.025531914893617,0.0361702127659574,0.959537572254335,0.00420168067226891,275,470,470,346,476,2421.16315816561,8688.91757579016,42,23112,0.00162213156321391,0.982488267543677,520
"501","9 43",0.883116883116883,0.0403225806451613,0.0266666666666667,0.952380952380952,0.00542005420054201,154,372,375,189,369,3531.99656331461,9982.62249724478,1482,63160,0.00609549400919265,0.988814935635375,562
"504","9 46",0.9064039408867,0.0301507537688442,0.0223880597014925,0.95970695970696,0.0045662100456621,203,398,402,273,438,2999.1831430605,9389.49878747113,0,14973,0.00246268042880668,0.995561459162517,462
"506","9 48",0.943820224719101,0.0237529691211401,0.0238095238095238,0.949253731343284,0.00674157303370787,267,421,420,335,445,2598.92549802614,8656.39290665311,19549,31268,0,0.99226441718251,345
"509","9 51",0.840136054421769,0.0463821892393321,0.0331491712707182,0.92485549132948,0.0262172284644195,294,539,543,173,267,1078.43281837748,7572.58919832314,4981,28506,1.57947595134878e-05,0.996208815046219,321
"512","10 1",0.644171779141104,0.0361757105943152,0.07,0.758474576271186,0.0452261306532663,163,387,400,236,398,3524.73765454144,8405.75349863278,84696,66721,0.0214260329869493,0.509342368643405,556
"513","10 2",0.16030534351145,0.166666666666667,0.27719298245614,0.36241610738255,0.28735632183908,131,282,285,149,261,4714.75603953946,15703.6199213197,26208,5057,0.696026164857669,2.74517528721994e-06,316
"514","10 3",0.136986301369863,0.237822349570201,0.378151260504202,0.291891891891892,0.41812865497076,219,349,357,185,342,5300.53865551431,15420.0125513232,11259,12,0.769493709064396,0,115
"515","10 4",0.474074074074074,0.0708215297450425,0.0953678474114441,0.638418079096045,0.0809399477806789,135,353,367,177,383,5081.628477165,7637.43272147601,40043,30257,0.0563003518176236,0.416565368654412,567
"516","10 5",0.218543046357616,0.181528662420382,0.282674772036474,0.468571428571429,0.252307692307692,151,314,329,175,325,4557.60365639951,15948.6038061573,31641,19731,0.745766387646488,0.0136333035840855,360
"517","10 6",0.888888888888889,0.0275229357798165,0.0269461077844311,0.957805907172996,0.00274725274725275,180,327,334,237,364,890.434136608354,8968.11369440338,636,16673,0.00405145476776615,0.964998469500739,462
"518","10 7",0.4,0.0357142857142857,0.0701754385964912,0.571428571428571,0.0740740740740741,40,112,114,63,108,2753.44031061937,8216.62265944901,23204,29308,0.0685057726516775,0.355749668249618,226
"519","10 8",0.0903614457831325,0.252941176470588,0.383954154727794,0.333333333333333,0.395705521472393,166,340,349,162,326,4390.82050565672,15006.7456625202,38262,904,0.635169019669358,0.000999650389914766,473
"520","10 9",0.123152709359606,0.202416918429003,0.42485549132948,0.303030303030303,0.389776357827476,203,331,346,165,313,3587.62044374492,14329.1965702292,15881,29361,0.699478416478621,6.82007567930196e-05,430
"521","10 10",0.0669856459330144,0.236467236467236,0.382920110192837,0.349726775956284,0.328402366863905,209,351,363,183,338,3043.35109377926,12483.8120087565,25967,195,0.561616868337833,0,416
"522","10 11",0.165680473372781,0.138028169014085,0.277929155313351,0.352657004830918,0.250681198910082,169,355,367,207,367,2360.01511007363,11359.7653376787,35858,20618,0.367135928457758,1.83706408677242e-05,286
"523","10 12",0.171875,0.153374233128834,0.286135693215339,0.369318181818182,0.19047619047619,128,326,339,176,315,2556.05751245079,12001.6133212188,19741,0,0.439529662890681,0.00103200393299923,193
"524","10 13",0.2,0.165413533834586,0.273381294964029,0.294117647058824,0.23321554770318,145,266,278,170,283,1988.08993844982,8447.63668967073,39244,25936,0.278895654372889,0.156446314156644,331
"525","10 14",0.142105263157895,0.22911051212938,0.384816753926702,0.364532019704433,0.338541666666667,190,371,382,203,384,2964.26674059983,11902.0218295015,25122,0,0.579118470495288,0.00598343502425808,264
"526","10 15",0.226666666666667,0.193181818181818,0.331491712707182,0.454545454545455,0.267045454545455,75,176,181,110,176,4408.38958652175,15362.6146329687,25198,550,0.6314663351099,0.00214346249480634,333
"527","10 16",0.189349112426035,0.233727810650888,0.398860398860399,0.318681318681319,0.441269841269841,169,338,351,182,315,2697.96363537461,14986.3446395439,44389,160286,0.79930113054897,0.0108607583883247,299
"528","10 17",0.204724409448819,0.184668989547038,0.304794520547945,0.36986301369863,0.323636363636364,127,287,292,146,275,3949.20592318541,15219.0228056952,17469,14540,0.747958426085422,0.000318371129033466,306
"529","10 18",0.371428571428571,0.0592783505154639,0.0954773869346734,0.642857142857143,0.0358056265984655,140,388,398,196,391,3990.44556471775,7420.57458448387,41283,37568,0.0256561523372415,0.249013871473124,627
"530","10 19",0.196891191709845,0.168292682926829,0.334905660377358,0.400921658986175,0.29156010230179,193,410,424,217,391,3258.39152355517,12432.7908487617,63816,0,0.518689753983933,0,638
"531","10 20",0.164285714285714,0.184931506849315,0.327759197324415,0.333333333333333,0.271428571428571,140,292,299,180,280,3227.17363674303,11857.5132535252,20441,0,0.437311653502947,0.00381617656351405,416
"532","10 21",0.205555555555556,0.220253164556962,0.364764267990074,0.401197604790419,0.401898734177215,180,395,403,167,316,5506.4925025187,16210.9308822431,49751,334,0.732469894249821,0.0163535774097858,580
"533","10 22",0.589285714285714,0.0264900662251656,0.059016393442623,0.763440860215054,0.0328358208955224,112,302,305,186,335,4267.14576655074,6968.14382196322,24312,26996,0.0421693080236251,0.521738225829011,532
"534","10 23",0.112068965517241,0.125766871165644,0.180722891566265,0.460227272727273,0.124203821656051,116,326,332,176,314,3755.95914950615,9284.70815012365,91138,122638,0.125775663843539,0.0795271036383369,378
"535","10 24",0.221374045801527,0.255813953488372,0.423948220064725,0.319526627218935,0.432142857142857,131,301,309,169,280,4416.88537231561,14232.3147591235,79209,52094,0.758233419464013,0.0073460746190958,431
"536","10 25",0.423076923076923,0.0529801324503311,0.0833333333333333,0.64041095890411,0.06841046277666,208,453,468,292,497,3331.81422577341,7815.30625279309,83979,35328,0.0368689641035349,0.313638793256314,717
"537","10 26",0.221238938053097,0.192073170731707,0.252225519287834,0.368421052631579,0.18266253869969,113,328,337,171,323,2646.88192532882,10074.4224857045,64128,10205,0.260816347298431,0.00790550466750686,423
"538","10 27",0.158469945355191,0.163727959697733,0.312039312039312,0.376068376068376,0.279596977329975,183,397,407,234,397,2569.86553092098,11789.2707322634,36736,0,0.488965145889959,0.00258350569332827,403
"540","10 29",0.840236686390533,0.0293255131964809,0.032069970845481,0.953389830508475,0.00837988826815642,169,341,343,236,358,944.569248211288,9105.59660194062,24423,34370,0.00664130640621557,0.958004066286399,606
"541","10 30",0.177142857142857,0.116455696202532,0.178841309823678,0.389558232931727,0.185185185185185,175,395,397,249,405,1458.87514280821,9546.53541149581,162238,85408,0.15569163860554,0.163910304087278,914
"542","10 31",0.123529411764706,0.118110236220472,0.235443037974684,0.427083333333333,0.187032418952618,170,381,395,192,401,2584.73264150618,11339.9905226198,58496,6738,0.315324546338825,0.000919680979182342,510
"543","10 32",0.204678362573099,0.153652392947103,0.297560975609756,0.401869158878505,0.205804749340369,171,397,410,214,379,3013.19112577285,11087.8120440256,66446,990,0.278212969363527,0.00579782558398277,641
"544","10 33",0.146853146853147,0.160762942779292,0.22192513368984,0.336787564766839,0.173228346456693,143,367,374,193,381,2497.33098506314,10742.7186033604,45138,19042,0.227251891667448,0.00835513789023784,924
"545","10 34",0.140939597315436,0.0980392156862745,0.144444444444444,0.331877729257642,0.124645892351275,149,357,360,229,353,2081.5749212595,10289.7156059151,40909,26149,0.151780870915164,0.00147225781077683,298
"546","10 35",0.174496644295302,0.109144542772861,0.193370165745856,0.4,0.162241887905605,149,339,362,200,339,2015.83877596357,10705.7591854144,42329,71620,0.20292416113229,0.00266028701346591,311
"547","10 36",0.423280423280423,0.0637755102040816,0.0827067669172932,0.6,0.0476190476190476,189,392,399,250,399,502.7069032496,9569.66575751059,74205,48641,0.0603724461273367,0.348382067166379,485
"548","10 37",0.520661157024793,0.0642458100558659,0.0540540540540541,0.685567010309278,0.0361111111111111,121,358,370,194,360,4488.35453970341,8115.46843598206,58301,40306,0.0204474879892923,0.601976662359438,781
"549","10 38",0.188073394495413,0.166259168704156,0.315914489311164,0.273109243697479,0.218446601941748,218,409,421,238,412,2988.50842950268,11486.486575634,46315,0,0.321697340412023,0.00142305498033718,415
"550","10 39",0.139072847682119,0.100609756097561,0.213855421686747,0.331683168316832,0.186186186186186,151,328,332,202,333,1987.46428297816,11103.0475309429,36624,51014,0.295644221454115,0.012972441538691,330
"552","10 41",0.109289617486339,0.231552162849873,0.389705882352941,0.309322033898305,0.379901960784314,183,393,408,236,408,3627.23122432274,13176.1944590213,14768,5265,0.380607381813878,0.000416727507642735,454
"553","10 42",0.133720930232558,0.227810650887574,0.399425287356322,0.333333333333333,0.358208955223881,172,338,348,186,335,3344.35284056903,13038.7485017924,36126,64836,0.641810195443376,0.00544486581006365,383
"554","10 43",0.482758620689655,0.0588235294117647,0.0666666666666667,0.715596330275229,0.0282258064516129,58,238,240,109,248,3889.24750862644,7247.7961773079,26195,32297,0.0355437465181055,0.427930725676103,420
"555","10 44",0.142857142857143,0.105555555555556,0.148648648648649,0.394618834080717,0.176151761517615,126,360,370,223,369,3292.57324375211,10247.5043769843,31747,14461,0.152576964937253,0.00149316927590729,547
"556","10 45",0.12621359223301,0.12987012987013,0.170212765957447,0.360294117647059,0.179591836734694,103,231,235,136,245,2490.67440163439,8845.80823693338,37978,563,0.150983810147217,0.0111663432208388,403
"557","10 46",0.14,0.102493074792244,0.210810810810811,0.293838862559242,0.160949868073879,150,361,370,211,379,2045.27134893382,11783.745269406,97930,79945,0.27589698909898,0.0168056132035428,345
"560","11 1",0.123809523809524,0.145363408521303,0.37956204379562,0.428571428571429,0.245495495495495,210,399,411,245,444,1157.4381808764,2209.611236757,176297,48569,0.669876565643234,0.0120336805948813,516
"561","11 2",0.155080213903743,0.160762942779292,0.243967828418231,0.385714285714286,0.189873417721519,187,367,373,210,395,2314.6518190475,3720.58108054785,47624,51727,0.341763009199222,0.000659842474349111,457
"562","11 3",0.25,0.142857142857143,0.237458193979933,0.418848167539267,0.144736842105263,160,294,299,191,304,1891.35266991113,3866.52805956892,15977,5347,0.379730064552102,0.00172162137741579,232
"563","11 4",0.131274131274131,0.158256880733945,0.258849557522124,0.411320754716981,0.197802197802198,259,436,452,265,455,556.374051778237,2419.9006024207,51319,57,0.471975780735703,0.0197287294510699,418
"565","11 6",0.172413793103448,0.168103448275862,0.230443974630021,0.433333333333333,0.157112526539278,261,464,473,300,471,2502.65429671904,3720.00829159528,56230,22657,0.39244251239019,0.00183768474342946,523
"566","11 7",0.147619047619048,0.166666666666667,0.285266457680251,0.483091787439614,0.256965944272446,210,312,319,207,323,846.076685600092,2600.43398715584,23378,11302,0.519362631332298,0.00559037783835663,296
"567","11 8",0.207964601769911,0.180851063829787,0.297650130548303,0.352941176470588,0.243037974683544,226,376,383,221,395,586.195176221082,2521.31744949192,37864,22108,0.508578512312936,0.00316201442412315,531
"568","11 9",0.130653266331658,0.170418006430868,0.277602523659306,0.406060606060606,0.246428571428571,199,311,317,165,280,1095.62027574089,2765.71456316747,33257,918,0.572598825599994,0.000714245087530573,366
"569","11 10",0.0886075949367089,0.128440366972477,0.242152466367713,0.427672955974843,0.199134199134199,158,218,223,159,231,1898.1564747515,3755.32828502423,39323,6854,0.303140814957253,0,216
"570","11 11",0.176954732510288,0.164658634538153,0.296660117878193,0.427710843373494,0.232203389830508,243,498,509,332,590,945.627366403219,2674.62437183658,72998,15905,0.559146731533101,0.00437431485884555,563
"571","11 12",0.0810810810810811,0.138211382113821,0.315649867374005,0.385593220338983,0.350724637681159,296,369,377,236,345,871.060720354991,1157.75831470231,48022,1443,0.894245330370694,0.00823605762431529,411
"572","11 13",0.126168224299065,0.133333333333333,0.28030303030303,0.341232227488152,0.273224043715847,214,390,396,211,366,945.785735768396,1962.63153983606,44890,62,0.494510373687752,0.00273538165615744,418
"573","11 14",0.14018691588785,0.113702623906706,0.264623955431755,0.4,0.290858725761773,214,343,359,220,361,618.611267595092,1669.65620360494,85147,497,0.591713132060034,0.0559633030679661,501
"574","11 15",0.092485549132948,0.187096774193548,0.39047619047619,0.430693069306931,0.395904436860068,173,310,315,202,293,1209.53733855926,1739.172723618,106749,0,0.760276321619261,0.00443482612349602,408
"575","11 16",0.131004366812227,0.127450980392157,0.23444976076555,0.467680608365019,0.218614718614719,229,408,418,263,462,493.607699172174,1821.54726940532,40475,10826,0.455435772773224,0.00256201972065877,400
"576","11 17",0.188284518828452,0.176470588235294,0.272727272727273,0.435540069686411,0.188349514563107,239,459,473,287,515,2425.67273662221,4420.35944876647,32670,21457,0.386486019540553,0.0120755727491907,591
"577","11 18",0.141791044776119,0.15,0.309236947791165,0.395973154362416,0.259842519685039,134,240,249,149,254,1977.42447666689,2934.23319742766,35841,47705,0.481095719079321,0.00532260908817469,362
"578","11 19",0.278787878787879,0.161643835616438,0.232432432432432,0.522388059701492,0.237967914438503,165,365,370,201,374,514.890550479618,2167.2826667012,41683,24348,0.496019587275207,0.00630469028443223,428
"579","11 20",0.0923076923076923,0.0836820083682008,0.333333333333333,0.342696629213483,0.36078431372549,195,239,252,178,255,928.201655299975,1419.73247476117,43519,50155,0.768002293912107,0.0011896011727299,323
"581","11 22",0.104166666666667,0.0916030534351145,0.262172284644195,0.445,0.203947368421053,192,262,267,200,304,713.42020552037,1051.97195330492,39207,28503,0.592975445310179,0.00353148203279669,290
"582","11 23",0.148351648351648,0.105072463768116,0.221428571428571,0.408376963350785,0.262068965517241,182,276,280,191,290,579.65746551931,1365.235903383,39000,16181,0.571439548951865,0,310
"584","11 25",0.128378378378378,0.166666666666667,0.301418439716312,0.5,0.228426395939086,148,276,282,204,394,1155.61185533926,1956.30223630911,78109,2678,0.568641529811488,0.00780206344661018,251
"585","11 26",0.152416356877323,0.114345114345114,0.231083844580777,0.417910447761194,0.155597722960152,269,481,489,335,527,1508.26902579245,3166.07519399882,106970,26509,0.358120415586797,0.00206771193606394,578
"586","11 27",0.122727272727273,0.148541114058355,0.293398533007335,0.307377049180328,0.326190476190476,220,377,409,244,420,690.889522012932,1744.44445895401,34294,8866,0.526354626213026,0.0895933169793536,347
"587","11 28",0.118811881188119,0.112903225806452,0.293375394321767,0.388571428571429,0.312977099236641,202,310,317,175,262,1407.65352213883,1324.1634645621,8548,3040,0.800053671640348,0.012447099068184,432
"588","11 29",0.134831460674157,0.0900473933649289,0.162790697674419,0.412,0.133333333333333,267,422,430,250,420,1675.06770881968,3023.63309562534,39853,15612,0.363329023426607,0.000490388107221186,407
"589","11 30",0.102857142857143,0.156593406593407,0.21505376344086,0.395238095238095,0.165467625899281,175,364,372,210,417,2209.95565592954,2882.19847950295,80390,25321,0.295212748408562,0.00208089600655155,376
"591","11 32",0.0641711229946524,0.128472222222222,0.322033898305085,0.410526315789474,0.430232558139535,187,288,295,190,258,718.417865608743,1126.93497166002,21819,0,0.892446440223147,0.0109770309459602,271
"592","11 33",0.11875,0.1328125,0.324427480916031,0.414473684210526,0.329218106995885,160,256,262,152,243,968.864672500558,2249.30356279603,29843,5,0.675540032480805,0.000263990994158733,186
"594","11 35",0.0738255033557047,0.13771186440678,0.339583333333333,0.444794952681388,0.37037037037037,298,472,480,317,459,992.295827907891,1517.62713729812,137411,2469,0.73706948418814,0.0136663804616869,619
"595","11 36",0.17910447761194,0.176470588235294,0.354330708661417,0.25,0.263636363636364,67,119,127,72,110,640.970698597785,2188.23316027854,44302,847,0.548553269641545,0,38
"596","11 37",0.0901639344262295,0.137096774193548,0.31413612565445,0.410714285714286,0.355971896955504,244,372,382,280,427,527.578142368052,853.259496590064,58836,0,0.738652782089888,0.00195691317869278,238
"597","11 38",0.156804733727811,0.156,0.317554240631164,0.425474254742547,0.321428571428571,338,500,507,369,476,554.968724170709,1487.71508128693,68751,17471,0.760883111313475,0.000397191693852298,496
"598","11 39",0.126436781609195,0.142222222222222,0.346236559139785,0.334328358208955,0.369469026548673,348,450,465,335,452,666.494338398253,1128.16737928393,37069,167,0.833485978384184,0,328
"599","11 40",0.178571428571429,0.185185185185185,0.321138211382114,0.416666666666667,0.355450236966825,140,243,246,156,211,308.053207232923,1637.63418623244,22160,98,0.683628052180322,0.000517485591338755,286
"600","11 41",0.111842105263158,0.103896103896104,0.214285714285714,0.433566433566434,0.244131455399061,152,231,238,143,213,236.752731902118,1759.92577683927,22181,1,0.674007052696484,5.35452275209159e-05,263
"601","11 42",0.13855421686747,0.105263157894737,0.277372262773723,0.39572192513369,0.26241134751773,166,266,274,187,282,660.81905386357,1460.50194112305,22489,28,0.545961980790836,0,264
"602","11 43",0.116279069767442,0.142857142857143,0.278242677824268,0.326007326007326,0.333333333333333,258,462,478,273,429,669.378679325186,1715.49317495513,53459,0,0.728865588207609,0.00075962205992594,558
"603","11 44",0.237113402061856,0.147945205479452,0.311345646437995,0.493212669683258,0.25974025974026,194,365,379,221,385,701.1650790134,2332.99898214102,27073,284,0.566071927831349,0.00142158387308863,286
"604","11 45",0.152380952380952,0.197115384615385,0.389908256880734,0.256410256410256,0.344036697247706,105,208,218,117,218,334.498131046476,1950.24591399269,41107,0,0.52590717616922,0.0017995997454457,314
"606","11 47",0.2,0.138036809815951,0.300884955752212,0.4,0.287634408602151,215,326,339,225,372,592.141253078672,2124.35847333367,28931,0,0.703736356156292,0.000761507202753756,418
"607","11 48",0.100917431192661,0.236842105263158,0.459119496855346,0.366666666666667,0.393939393939394,109,152,159,90,132,469.304809274616,856.511794100131,36996,596,0.944988586167626,0,163
"608","11 49",0.109004739336493,0.176666666666667,0.337662337662338,0.349753694581281,0.405594405594406,211,300,308,203,286,1430.02095587321,1848.93571146954,71480,36,0.842153326718954,0.00457577402374197,406
"609","11 50",0.152046783625731,0.187022900763359,0.261029411764706,0.314685314685315,0.282258064516129,171,262,272,143,248,896.665997903636,2489.84016690473,99789,8204,0.620195977158642,0.00737615156622328,350
"610","12 1",0.17910447761194,0.125786163522013,0.16969696969697,0.384615384615385,0.0990566037735849,67,159,165,104,212,358.683063720035,2032.74385067032,22980,3273,0.0181947474878223,0.0144974636836385,335
"611","12 2",0.189873417721519,0.1,0.165938864628821,0.356687898089172,0.169064748201439,79,220,229,157,278,1512.37531300688,3596.57758257018,22589,0,0.218151215202872,1.03260102258882e-06,436
"613","12 4",0.0978260869565217,0.150684931506849,0.179372197309417,0.233870967741935,0.186602870813397,92,219,223,124,209,3908.78125270047,5318.99864467408,34009,138,0.244527217331853,5.83451110043251e-05,346
"614","12 5",0.104761904761905,0.123552123552124,0.19622641509434,0.307142857142857,0.125954198473282,105,259,265,140,262,3073.83460300433,5183.73463872908,39575,31949,0.222231967000506,0.00181185533607684,363
"617","12 8",0.185393258426966,0.160919540229885,0.262222222222222,0.323886639676113,0.152688172043011,178,435,450,247,465,1456.06550516153,3626.40238989092,55491,2500,0.298435935533184,0.00186479051433315,665
"618","12 9",0.04,0.122270742358079,0.199134199134199,0.380281690140845,0.137254901960784,75,229,231,142,255,3455.22396164688,3949.4819645074,35444,61458,0.105590381827474,0.00725245559882806,457
