"","ward_pre","dole_pct","bush2000_pct","votes_cast_1996","votes_cast_2000","nondemo.distance","demo.distance","white_median_income","black_median_income","white_name","black_name","registrants"
"781","15 47",0.0124610591900312,0.0193370165745856,321,362,3566.91425678377,4970.51614132057,0,18264,0.000980982205542989,0.990178416142882,449
"783","16 1",0.16289592760181,0.200854700854701,221,234,2766.7292510923,3063.7982543403,61773,31526,0.104455019975649,0.0609535394923377,419
"784","16 2",0.0210084033613445,0.0355987055016181,238,309,3543.13327082897,4386.73903380583,30001,45670,0.0230377153306907,0.872355293508561,618
"785","16 3",0.00961538461538462,0.00862068965517241,312,348,1254.7839111842,2636.75884999689,4223,21089,0.0012128839323822,0.996033006538755,424
"786","16 4",0.0462962962962963,0.0377358490566038,108,106,2403.4543399551,3000.00309851185,15593,20000,0.0650309465891611,0.683938934355482,256
"787","16 5",0.009375,0.00840336134453781,320,357,2045.33215628929,3034.83574145894,0,26140,0.00603805077696279,0.98384975668187,650
"788","16 6",0.0158730158730159,0.0265151515151515,378,264,3509.50290439126,4546.47013161958,25310,49059,0.0112467742218857,0.899421928184328,352
"789","16 7",0.051063829787234,0.0358565737051793,235,251,3336.00196934385,4210.8725153888,45408,38826,0.0446635348455258,0.809570825985902,481
"790","16 8",0.0515151515151515,0.0435779816513761,330,436,2830.34995606696,3646.95835170321,10594,36567,0.0187986218111683,0.884551858756318,707
"791","16 9",0.00921658986175115,0.0239130434782609,434,460,1830.09206481259,3247.32960147749,41257,52663,0.00405590205573529,0.98950001805368,714
"792","16 10",0.0149700598802395,0.0193370165745856,334,362,1447.2180971007,2946.78374558704,0,22941,0.00812597237001802,0.988471392116395,516
"793","16 11",0.032967032967033,0.0380434782608696,273,368,3973.52296527701,4995.54042637357,27608,42893,0.0426759349216769,0.651924209898373,657
"794","16 12",0.0110294117647059,0.036697247706422,272,327,2307.56663794048,3102.24710069573,51237,44992,0.0161178574621577,0.895303173471042,546
"795","16 13",0.0575539568345324,0.129496402877698,139,278,3651.37902003115,4387.07722327936,40197,52301,0.152671311924436,0.218140963649489,500
"796","16 13",0.141891891891892,0.129496402877698,148,278,3651.37902003115,4387.07722327936,40197,52301,0.152671311924436,0.218140963649489,500
"797","16 14",0.0148148148148148,0.0147492625368732,270,339,1408.15810643741,2575.78622328974,0,29769,0.00311959667010479,0.994881590504545,423
"798","16 15",0.0289389067524116,0.0144092219020173,311,347,1175.23300002877,2230.23030274195,8517,20225,0.00482574106635891,0.993055559869589,439
"799","16 16",0.00564971751412429,0.0246305418719212,177,203,1415.11485569958,2247.02155744849,49857,20121,0.0109327186959768,0.978286057347342,316
"800","16 17",0.0405405405405405,0.0561797752808989,74,89,771.412241447146,1809.79300543269,0,3423,0.0193058713759311,0.916688151586272,89
"801","16 18",0,0.00403225806451613,234,248,1236.46757856626,2101.37088238762,133564,28221,0.0101750557108737,0.967663310315935,439
"802","16 19",0.027027027027027,0.0151515151515152,259,330,2929.32294375797,3820.76324092118,9158,23191,0.0168856058570066,0.866239735388541,531
"803","16 20",0.00626959247648903,0.00882352941176471,319,340,1713.90505437177,2823.60036321312,0,30811,0.00610616297638907,0.984686137799592,645
"804","16 21",0.158536585365854,0.1985559566787,246,277,4392.39221424282,5362.95034456385,45501,36331,0.0951255529522949,0.0971169868877285,509
"805","16 22",0.00843881856540084,0.0146520146520147,237,273,1593.66643129748,2574.02890369573,0,17093,0.00115298611995322,0.997485036990935,450
"806","16 23",0.139442231075697,0.14018691588785,251,321,4370.58569991763,5433.15760387837,51212,39839,0.107224349867084,0.304591690020114,475
"807","16 24",0.00819672131147541,0.0104895104895105,244,286,1714.75162764727,2624.72378542207,26091,52318,0.0159886507888205,0.949779536083082,614
"808","16 25",0.00571428571428571,0.0260416666666667,175,192,857.117445356713,2349.03200244422,0,42762,0.0008439610305589,0.990406888444785,269
"809","16 26",0.0100671140939597,0.0217391304347826,298,322,1118.02623766129,2311.7535884735,6883,18050,0.00195606773772936,0.997976943013662,403
"810","16 27",0.0327868852459016,0.0231660231660232,244,259,1115.27802183304,2610.52930313842,0,7191,0.00627181724877661,0.990967513829351,269
"811","16 28",0.0119760479041916,0.0123076923076923,334,325,1974.63729534067,3433.89918934334,0,31383,0.000913945912675677,0.987738417917083,548
"812","16 29",0.00975609756097561,0.00772200772200772,205,259,1969.88601652956,3106.09692920473,11754,33126,0.000777543946170606,0.98750466311015,434
"813","16 30",0.0033112582781457,0.0153061224489796,302,392,2066.88301380452,2963.33484076232,37874,34999,0.00937687148601964,0.956757181798689,752
"814","16 31",0.00759493670886076,0,395,324,1978.1640140487,3301.12249797402,30292,28272,0.00534327051024311,0.989308742668662,666
"815","16 32",0.0449438202247191,0,89,119,2847.9005563076,3507.03206570633,11087,6970,0.0555814955116132,0.520202343594452,258
"816","16 33",0.0116279069767442,0.0154440154440154,258,259,902.918104221322,1967.72354056913,0,8214,0.000721860546355912,0.988196176638285,511
"817","16 34",0.00709219858156028,0.0181818181818182,282,275,1432.2566018218,2895.99995695194,2027,35647,0.00309511814011021,0.993587916413429,405
"818","16 35",0.0226244343891403,0.0368852459016393,221,244,513.254266968057,2009.49081142531,0,32731,0.00264612346007326,0.993731232982138,248
"819","16 36",0.00704225352112676,0.0129449838187702,284,309,877.2911070417,2319.62025846256,0,41480,3.89045173409857e-05,0.998548018426935,509
"820","16 37",0.00371747211895911,0.0141843971631206,269,282,773.113754798555,2061.03278527939,0,10780,0.0009550939687511,0.993645912609795,572
"821","16 38",0.0149625935162095,0.0145833333333333,401,480,2506.27257967964,3411.77130075741,25810,57376,0.00891057901670212,0.913931223227362,844
"822","16 39",0.0103806228373702,0.0106007067137809,289,283,2329.34847773132,3354.4072963738,0,15171,0.00599453034999412,0.977148139107499,539
"823","16 40",0.0191256830601093,0.021978021978022,366,364,1643.01274776726,2972.42125739365,8903,33710,0.00257127410602716,0.990704622051559,799
"824","16 41",0.0785340314136126,0.12962962962963,191,216,2589.42286491865,3080.15203165579,41000,31174,0.0431681699836396,0.387766090693471,362
"825","16 42",0.135313531353135,0.176470588235294,303,374,3303.70112375321,3842.45137462836,59591,59333,0.0972813313263527,0.0590336807867237,818
"826","17 1",0.0155038759689922,0.0123456790123457,258,243,2961.28650053418,4121.47390474081,0,23811,0.00316350380601333,0.994750541747786,464
"827","17 2",0.0321428571428571,0.0225563909774436,280,399,3384.84889314942,3977.95164808485,0,36227,0.00213450822606389,0.987296012842232,386
"828","17 3",0.0125,0.0216216216216216,320,370,3041.0708690198,3591.25923407595,0,16178,0.00393312007669655,0.988230979929662,508
"829","17 4",0.0162412993039443,0.0100806451612903,431,496,4532.85657001743,5285.8228231562,0,42699,0.00222487316480788,0.992961221831419,613
"830","17 4",0.00427350427350427,0.0100806451612903,234,496,4532.85657001743,5285.8228231562,0,42699,0.00222487316480788,0.992961221831419,613
"831","17 5",0.0179640718562874,0.0118343195266272,334,338,3573.55924455298,4163.8078503503,0,39135,0.000293117616283955,0.994221759328696,373
"832","17 6",0.0223048327137546,0.0212121212121212,269,330,2083.71428709205,2914.26404969054,0,16976,0.000643743742672185,0.990249430322505,557
"833","17 7",0.00244498777506112,0.0130434782608696,409,460,3692.23389438623,4030.24109287102,0,29686,0.00289766208111785,0.994539050536531,530
"834","17 8",0.00816326530612245,0.00374531835205993,245,267,2756.56857457154,3836.37869772927,1511,14117,0.000341592808008279,0.99569215076562,455
"835","17 9",0.00793650793650794,0.0068259385665529,252,293,3018.15535228741,3399.87195972381,0,29607,0.00138823475479678,0.995222988918289,455
"836","17 10",0.0144578313253012,0.0110192837465565,415,363,3335.66433758476,4402.67948036815,14586,24819,0.000800922583305333,0.997562053240687,520
"837","17 11",0.0149700598802395,0.0079155672823219,334,379,3689.22385273432,4683.49661932536,0,17556,0.00349319906211412,0.984846913907887,705
"838","17 12",0.0117647058823529,0.010752688172043,340,372,3538.82274137998,4273.93010935545,14578,30800,0.000833053047350903,0.992104733409254,576
"839","17 13",0.0176056338028169,0.0066006600660066,284,303,1735.16684249689,3233.83836875807,0,16734,0.00125260829949109,0.996500868737035,456
"840","17 14",0.0201149425287356,0.0165289256198347,348,363,2391.08394871755,3851.89051635674,12113,21909,0.0083495672726469,0.962745982995557,550
"841","17 15",0.0137299771167048,0.026369168356998,437,493,3253.43276202006,3484.27024179329,0,63159,0.0101184585010086,0.982339831074869,608
"842","17 16",0.0076530612244898,0.0072992700729927,392,411,2345.62971302381,3041.05179849525,0,31172,0.000993400534923264,0.989594035957568,713
"843","17 17",0.0123839009287926,0.00852272727272727,323,352,2798.08828294457,3235.05961360015,0,19964,0.00501831793670824,0.986344667222863,623
"844","17 18",0.0196078431372549,0.0155038759689922,306,387,3912.04492023476,4672.67020815994,0,26277,0.0118910301144126,0.981868041014231,576
"845","17 19",0.00454545454545455,0.0144927536231884,220,276,1716.40990802377,2647.9986396143,0,13474,0.00332284798109458,0.99269069831468,435
"846","17 20",0.010958904109589,0.00992555831265509,365,403,3139.1372660381,3912.55456853949,0,21623,0.000724117512779439,0.992291266754151,524
"847","17 21",0.00943396226415094,0.00700934579439252,424,428,3008.40751510162,3749.99262577103,0,15023,0.00294304623131114,0.993623610822179,442
"848","17 22",0.00540540540540541,0.00518134715025907,370,386,3751.23569496125,4132.09223272986,34533,23636,0.00369393656485472,0.994314153273071,588
"849","17 23",0.0277777777777778,0.0106007067137809,288,283,3288.34552202751,3963.48339346409,0,17372,0.000807361667286847,0.991288213002955,612
"850","17 24",0.0212121212121212,0.0193236714975845,330,414,3916.37874507457,4276.44356839228,16717,19278,0.00200837802679946,0.992022922531187,821
"851","17 25",0.00714285714285714,0.0036231884057971,280,276,3296.02512701015,3613.77354714648,0,25535,0.00200610531733607,0.990659916699686,345
"852","17 26",0.00470588235294118,0.00909090909090909,425,440,4345.27737148094,5051.04950225295,58058,52838,0.00220465720569194,0.996293337307219,655
"853","17 27",0.0087463556851312,0.0127659574468085,343,470,4051.75040917596,4449.27015919039,0,9348,0.000965827365625383,0.988241205174034,504
"854","17 28",0.0115942028985507,0.0127388535031847,345,314,3431.23134659618,3834.50697473791,0,36662,0.0010224594052602,0.998275219302793,381
"855","17 29",0.0183246073298429,0.0129533678756477,382,386,4100.0058047353,4707.2676005541,0,67773,0.000372262667015259,0.992430630281924,635
"856","17 30",0.00852272727272727,0.00746268656716418,352,402,3405.06957263675,3760.7571421429,0,47022,0.00384277528695945,0.992597226256022,606
"857","17 31",0.0149253731343284,0.00943396226415094,201,212,3694.2746309065,4452.43816652685,0,9698,0.00139258904718581,0.974206409459511,174
"858","17 32",0.0077120822622108,0.00738916256157635,389,406,4052.81624070599,4939.45659187583,0,32595,0.0029961706119159,0.990270666442259,518
"859","17 33",0.0185758513931889,0.0333333333333333,323,390,3475.82283987318,4338.616981756,0,20061,0.000704731173306761,0.997135679156619,685
"860","17 34",0.0154798761609907,0.023121387283237,323,346,2907.99713035297,3828.55732223766,0,29253,0.00573375069884409,0.990786071399605,549
"861","17 35",0.00862068965517241,0.0213675213675214,232,234,2960.0717310585,3293.09714183737,0,32972,0.000301695149825142,0.990288203139965,343
"862","17 36",0,0.00367647058823529,204,272,2604.51324634848,3772.27590874345,1511,13975,0,0.998978690103493,426
"863","17 37",0.015015015015015,0.0171919770773639,333,349,3122.746436909,3518.77440353348,0,26161,0.00125848572957699,0.990548009767073,615
"864","17 38",0.0152905198776758,0.0180878552971576,327,387,2915.86026405821,3146.27350121094,0,22644,0.00148434690907551,0.992123543698538,590
"865","17 39",0.00694444444444444,0.00549450549450549,288,364,2582.25614001889,3546.16887633361,3227,16245,0,0.993067488504875,546
"866","17 40",0.0179640718562874,0.0201511335012594,334,397,3820.2749477646,4898.57295010779,13295,26605,0.00505066263256888,0.979276631022847,462
"867","17 41",0.0151057401812689,0.00308641975308642,331,324,3160.43924841441,4146.49596938063,0,26045,0.0110291925164688,0.986452133974161,489
"868","17 42",0.013215859030837,0.0119047619047619,227,252,2082.92962099735,3576.02552231936,0,21553,0.00101565640996546,0.995629724290264,572
"869","17 43",0.013215859030837,0.024390243902439,227,287,1979.98287574669,2994.20474489147,0,17730,0.00120600486752353,0.988301208809561,546
"870","17 44",0.0140845070422535,0.0087719298245614,284,342,2742.64772159013,3109.13439885442,0,25593,0.000575452671467811,0.988628843949909,464
"871","17 45",0.0276679841897233,0.0208333333333333,253,240,2299.10864149966,3284.05863553596,0,19834,0.000676062107582168,0.99484232124552,551
"872","17 46",0.0178041543026706,0.00277008310249307,337,361,2599.35451945393,4076.46984054205,11264,26123,0.00284674481894117,0.994442860807036,552
"873","17 47",0.0452488687782805,0.0204918032786885,221,244,2880.77590509766,3300.93005405607,0,12844,0.00279779624025447,0.979262838035214,385
"874","17 48",0.02,0.0194174757281553,300,309,2688.32163666069,2958.845439558,0,37925,0.000873929095496572,0.998328637017133,427
"875","17 49",0.011070110701107,0.00579710144927536,271,345,2650.77501425653,3410.74946966553,0,20566,0.00376501365949565,0.993114172761968,515
"876","17 50",0.015015015015015,0.00536193029490617,333,373,2415.53749684134,2710.69524897415,0,50381,0.00343523110520713,0.985386981939871,607
"877","17 51",0.0117302052785924,0.0179487179487179,341,390,4185.67904901434,5076.91995682674,3812,24792,0.00252584237743293,0.990973381549712,738
"878","17 52",0.00488997555012225,0.0127659574468085,409,470,4413.07977328313,5378.82603316539,5630,24472,0.00108030079991565,0.996940129081958,610
"879","17 53",0.00600600600600601,0.0199430199430199,333,351,3054.93756221483,3946.18841884769,0,13757,0.00143392935018827,0.997312904365873,366
"880","17 54",0.0100502512562814,0.0200501253132832,398,399,2981.30016150059,3849.59441602337,0,16906,0.000646891911930147,0.991792728523667,545
"881","17 55",0.00884955752212389,0.0159235668789809,339,314,3590.29748114902,4607.09330938703,0,35148,0,0.998046095540299,407
"882","18 1",0.161764705882353,0.126943005181347,340,386,7273.31198185982,8782.98379840668,13474,19155,0.169356319133736,0.630145434130492,480
"883","18 2",0.166666666666667,0.134502923976608,294,342,6984.4097195358,8468.03288838414,13957,17929,0.16994229432622,0.630958718278574,428
"884","18 3",0,0.0153452685421995,302,391,4461.33445315236,5498.41468847812,0,28620,0.000648073412316206,0.998205721504675,631
"885","18 4",0.112359550561798,0.069364161849711,445,519,5377.59047296944,7493.33065335255,22020,36441,0.111503748865682,0.858240868338804,743
"888","18 7",0.271966527196653,0.190697674418605,239,215,7040.12241348619,9370.3651400392,25737,38179,0.392575336094194,0.422256837320922,291
"889","18 8",0.236263736263736,0.15028901734104,182,346,5773.7629822905,6825.04498716581,81909,59463,0.18306395391506,0.72287612701844,623
"890","18 9",0.227748691099476,0.147651006711409,382,447,5680.66074020816,8356.81214784502,42682,39536,0.204948921291273,0.778396656796878,408
"891","18 10",0.205479452054795,0.117132867132867,438,572,6478.83957771319,8912.88196435881,45285,73213,0.246083486145014,0.716088431679329,755
"892","18 11",0.307692307692308,0.249249249249249,338,333,7665.04362918458,9612.21222414216,25962,49886,0.504288658648028,0.269601503570226,479
"893","18 12",0.236024844720497,0.116959064327485,322,342,5594.57763769107,7956.11520214475,16168,25955,0.196430455123667,0.780226334503617,453
"894","18 13",0.24113475177305,0.164804469273743,423,358,6828.04265678962,8978.55652357928,17569,26687,0.310672395012049,0.616161487716907,386
"895","18 14",0.1,0.0791505791505791,420,518,5583.65362139812,7144.04290496776,22471,45052,0.105833940522558,0.880086806547319,902
"896","18 15",0.0100334448160535,0.0197183098591549,299,355,4064.98563346871,5154.61135305798,0,22976,0.000651865235321942,0.995838654668837,601
"897","18 16",0.162983425414365,0.0853658536585366,362,410,6319.81189790128,7821.34835627874,28298,31970,0.140856563509669,0.826473575141802,497
"898","18 17",0.338557993730408,0.20523138832998,319,497,7656.53497106587,9217.32399894852,53935,58394,0.385668075344104,0.396466533885245,720
"899","18 18",0.0162932790224033,0.0229885057471264,491,522,4909.54319875457,6622.95792999196,33750,56638,0.0262548927693582,0.964603109575663,696
"900","18 19",0.00454545454545455,0.0177777777777778,220,225,4641.08097470625,6244.26545887611,0,55536,0,0.993293428380694,371
"901","18 20",0.0282776349614396,0.0167865707434053,389,417,4603.54126591735,5458.5247818372,0,49515,0.00188156290514427,0.992193624241387,477
"902","18 21",0.291479820627803,0.139874739039666,446,479,6671.74773592107,8431.53936775643,30491,52260,0.259701008306,0.682233551367856,702
"903","18 22",0.134986225895317,0.0843091334894614,363,427,5980.06209358326,7600.11874698555,21063,33108,0.129353189437434,0.842293503218454,700
"904","18 23",0.226027397260274,0.102167182662539,292,323,7017.69017900885,8580.66056389064,13527,22308,0.169100526004447,0.70666661676188,415
"905","18 24",0.00828729281767956,0.0192307692307692,362,416,3876.04176516181,6361.00513950415,43463,44613,0.00947701719005231,0.984903353126569,827
"906","18 25",0.0173913043478261,0.0356234096692112,345,393,3471.76871140782,6394.02220212301,0,29411,0.00418811485487806,0.988088566013496,537
"907","18 26",0.0159744408945687,0.011605415860735,313,517,2384.87493204169,5661.0465189721,41250,46718,0.00401081772145301,0.982756400178593,764
"908","18 27",0.0121580547112462,0.0218446601941748,329,412,3842.06560504386,5763.35834571418,23012,19007,0.00112949045906488,0.99214767490942,659
"909","18 28",0.00949367088607595,0.00906344410876133,316,331,4258.76930873119,5422.63383714763,0,12718,0.0019308861458253,0.997263424231139,564
"910","18 29",0.331306990881459,0.270348837209302,329,344,7263.79267269339,9216.09355211355,25455,47160,0.357714851122027,0.40005535753376,563
"911","18 30",0.00239808153477218,0.010482180293501,417,477,4368.56159006045,5997.98781877624,0,60830,0.00409572151120411,0.9928184938516,689
"912","18 31",0.153631284916201,0.0911949685534591,358,318,6815.90759711358,8263.23592223515,29027,38188,0.198800759488722,0.620715834247368,445
"913","18 32",0.0172839506172839,0.00862068965517241,405,464,4085.27380781833,6719.26918016095,45812,38219,0.00374707616762,0.992569665768107,566
"915","18 34",0.177272727272727,0.100418410041841,440,478,4705.27524455548,7331.34404599552,55845,72438,0.125200493292178,0.859095916682396,663
"916","18 35",0.152454780361757,0.0950226244343891,387,442,6255.03075206992,8091.94231361323,34234,45307,0.188474895037003,0.784323596058347,670
"917","18 36",0.247311827956989,0.217171717171717,186,198,7558.01045716974,9857.1072770444,22959,51624,0.597652121841518,0.290876177388276,185
"918","18 37",0.275555555555556,0.161702127659574,225,235,5977.47560696842,8248.87517933142,22219,25558,0.244189677381505,0.69540210073739,387
"919","18 38",0.00726392251815981,0.015695067264574,413,446,4992.16491127655,5890.69718806812,4482,46221,0.00933982208029956,0.985962347512678,586
"920","18 39",0.00552486187845304,0.0147783251231527,362,406,2674.13789813595,5799.25486540886,28862,27548,0.0010795438396351,0.991877495700163,679
"921","18 40",0.123456790123457,0.0845986984815618,405,461,5746.91793919884,7634.2721849427,20943,37387,0.15437348912849,0.809448150094672,550
"922","18 41",0.0142045454545455,0.00779220779220779,352,385,3097.29717879858,6098.84760629026,21453,23591,0.00627605564987289,0.981498001075723,618
"923","18 42",0.00316455696202532,0.0162162162162162,316,370,4002.22360791509,5377.35853210045,0,29913,0.00344942167641846,0.990353210394158,673
"924","18 43",0.003003003003003,0.00293255131964809,333,341,3535.73634327908,5671.16471863683,11231,22510,0.00078432611903575,0.994986637533151,523
"925","18 44",0.013215859030837,0.0169851380042463,454,471,2887.71901021171,5903.65440668512,40642,28041,0.00245472726621064,0.987436478331821,483
"926","18 45",0.0135869565217391,0.00726392251815981,368,413,3683.70883803095,6667.38044410633,0,47934,0.00472933132091851,0.993169118489213,542
"927","18 46",0.00887573964497041,0.0112994350282486,338,354,3335.54219800077,6202.95809529596,12614,31795,0.0101087948929895,0.984107055535203,665
"928","18 47",0.00932400932400932,0.0167014613778706,429,479,2651.21960487766,5315.873037834,0,26941,0.00338998029575208,0.990622341315675,841
"929","18 48",0.0152284263959391,0.00925925925925926,197,216,2931.21783301486,5068.09756419593,6401,10098,0.000774884335393195,0.990143330022967,281
"930","18 49",0.327272727272727,0.22007722007722,330,259,7283.62701444303,9738.7279490619,31407,35727,0.442153163905545,0.431024463192164,321
"931","18 50",0.00949367088607595,0.0121212121212121,316,330,3611.36012258631,4919.92392034224,84287,33831,0.0071298954244604,0.988285749013994,799
"932","18 51",0.00995024875621891,0.0147420147420147,402,407,4293.33645237167,5735.47669526335,0,41144,0.0020810844523307,0.994281549723003,584
"933","18 52",0.00625,0.0121951219512195,320,328,4027.68988074562,6142.95244668462,46389,30783,0.00140638102027271,0.988550023911625,524
"934","18 53",0.0172839506172839,0.0136986301369863,405,438,4063.11185378205,5743.59519231205,0,25322,0.00254008176874796,0.989075705047015,839
"935","18 54",0.0685579196217494,0.0449897750511247,423,489,5168.86280870595,6927.42921410814,26211,39416,0.0693491054526356,0.9035372294191,669
"936","18 55",0.0021505376344086,0.00835073068893528,465,479,3098.83004398872,5578.71234859636,0,25569,0.00149535399962999,0.989263380457714,920
"938","18 57",0.00715990453460621,0.00659340659340659,419,455,3236.3536296617,5320.04780931935,19856,26534,0.000296442255424884,0.993142827708636,812
"939","18 58",0.0100334448160535,0.0113636363636364,299,352,3472.5207628072,5144.75849889349,55355,17004,0.000641005163135138,0.996001458738282,638
"940","18 59",0.0194174757281553,0.0154185022026432,412,454,3785.2672679994,5213.99561256191,0,25709,0.00240921977435196,0.994508014106831,662
"941","18 60",0.00955414012738853,0.00882352941176471,314,340,4686.35235333439,5657.24451708419,0,24532,0.00516325123253005,0.990531819034267,508
"942","18 61",0.0150753768844221,0.00672645739910314,398,446,4953.45952557459,5795.01712356849,4268,38043,0.00723265306448223,0.983126773628728,758
"943","18 62",0.0343511450381679,0.0105263157894737,262,285,4388.82671623343,6553.78435775753,56452,23375,0.00897287283877238,0.982995222084849,360
"944","18 63",0.00671140939597315,0.00591715976331361,149,169,3627.41110171348,6035.34145877531,21805,9660,0.00823939454391981,0.984606080485428,348
"945","19 1",0.385749385749386,0.44421052631579,407,475,5203.62682268733,10534.6003599809,46472,72691,0.969261666317684,0.00450977175085229,514
"946","19 2",0.264851485148515,0.209718670076726,404,391,4055.92886808445,8926.526107983,77325,72338,0.531020452921709,0.441944673818597,389
"947","19 3",0.439897698209719,0.549618320610687,391,393,7246.09332571658,12125.3186278868,31099,1234,0.9659257703461,0.00151039488873996,556
"948","19 4",0.473170731707317,0.503562945368171,410,421,7973.21454321492,13230.0260685592,54145,4601,0.973731115544811,0.00639281960204678,595
"949","19 5",0.304668304668305,0.285046728971963,407,428,4121.92990022042,8429.99579990081,66769,67323,0.609891472904414,0.345384420017522,562
"950","19 6",0.36214953271028,0.41978021978022,428,455,6088.96013293852,11138.2163201919,81055,0,0.961697589705173,0.000221708670927594,527
"951","19 7",0.359267734553776,0.343065693430657,437,411,5783.56257444362,11834.7778967597,32067,3994,0.927378211431837,0.0581624621935898,479
"952","19 8",0.392764857881137,0.5,387,380,7298.58472553078,12856.4984856874,30504,12250,0.959200295608647,0.00434448754319432,240
"953","19 9",0.426900584795322,0.540192926045016,342,311,7197.49095595667,11560.51524175,44471,49579,0.925382734027171,0.0142083266867182,364
"954","19 10",0.334637964774951,0.314671814671815,511,518,3410.64878159633,7610.97623911954,98848,60957,0.711907243526807,0.244248131191833,560
"955","19 11",0.427937915742794,0.531468531468531,451,429,7876.46095084207,13318.4445506553,5197,3171,0.977913012050681,0.00221349033890819,423
"956","19 12",0.402714932126697,0.507246376811594,442,414,7248.12766667911,11903.2365691525,31063,12852,0.950240272623863,0.0109863576554975,440
"957","19 13",0.133771929824561,0.0636604774535809,456,377,2923.64604219226,7773.13940339336,64516,33638,0.239443081494162,0.716671984748498,525
"958","19 14",0.356687898089172,0.404458598726115,314,314,5692.18763316276,10921.7340071818,77990,86991,0.975262986810026,0.00300577300071394,351
"959","19 15",0.326164874551971,0.398523985239852,279,271,7885.3761877402,13542.1383993821,70415,25761,0.924752144016564,0.00332930892030097,275
"960","19 16",0.342685370741483,0.449304174950298,499,503,7790.83430005319,12722.0117651026,56862,317,0.954144904512853,0.00715794784762235,490
"961","19 17",0.378109452736318,0.43424317617866,402,403,5806.20481255263,11604.0804822019,60384,7952,0.969755827200689,0.0101619614660087,407
"962","19 18",0.356435643564356,0.355513307984791,404,526,3809.73296771126,8137.79041150071,71293,61880,0.84367171506914,0.130283838993508,589
"963","19 19",0.329166666666667,0.336842105263158,480,475,3740.14148796322,8853.86353342332,81126,69029,0.803204259586144,0.154674660266014,615
"964","19 20",0.223655913978495,0.147540983606557,465,366,3080.44430843357,8469.93620345048,90974,65742,0.414068928937872,0.535500595236646,476
"965","19 21",0.341397849462366,0.386243386243386,372,378,7245.0989776317,12693.0499659924,36424,1084,0.954030988796661,0.00140644201977452,427
"966","19 22",0.411522633744856,0.364406779661017,486,472,4149.09925571587,9445.34425885112,100343,136906,0.846571543571876,0.108789998707706,612
"967","19 23",0.366733466933868,0.421906693711968,499,493,5144.73459095214,10885.4804030019,84610,31982,0.954584281330316,0.0190652558959727,639
"968","19 24",0.403183023872679,0.502762430939227,377,362,6802.80943634985,11624.8343339662,44761,0,0.968460119748255,0,263
"969","19 25",0.360774818401937,0.40251572327044,413,477,3536.6822097205,8930.27580429625,125812,108859,0.85353988340446,0.120660405767999,538
"970","19 26",0.412698412698413,0.446808510638298,441,423,3896.23777488433,9598.87815281261,80339,109271,0.884773252904015,0.0810714283951017,473
"971","19 27",0.16056338028169,0.135,355,400,3066.05917516247,8828.7655399844,34672,29500,0.433774429209414,0.509901216551905,445
"972","19 28",0.0838852097130243,0.0842696629213483,453,534,2755.15756379461,8574.13971691183,47553,38965,0.154011027320431,0.826819952484576,603
"973","19 29",0.401114206128134,0.447115384615385,359,416,6283.37651446712,11578.2579716804,68213,0,0.955590292149538,0.000410508927213876,535
"974","19 30",0.357647058823529,0.439080459770115,425,435,6465.29115992598,11389.7149449346,66322,0,0.977777065952011,0,565
"975","19 31",0.439024390243902,0.415865384615385,410,416,4679.42657379865,10560.2781653569,61756,84452,0.877872460956448,0.0940150245115522,511
"976","19 32",0.312354312354312,0.334029227557411,429,479,6158.54883709691,12126.2548054444,58481,43168,0.950246459683068,0.0223470849659647,583
"977","19 33",0.419878296146045,0.521939953810624,493,433,6741.43906815599,11794.9100141784,93558,0,0.9644309898817,3.31678853934615e-07,579
"978","19 34",0.413461538461538,0.371287128712871,416,404,4374.0234569932,10150.1750539837,56792,78607,0.903392548905821,0.0734074298017746,510
"979","19 35",0.352272727272727,0.275590551181102,528,381,4417.77074591288,9969.22214949001,65019,101211,0.829117902253225,0.152052022942955,457
"980","19 36",0.223282442748092,0.183505154639175,524,485,3780.03327694585,9780.27124444226,25237,26966,0.414512432164173,0.554689015377022,718
"981","19 37",0.232352941176471,0.167539267015707,340,382,3601.94286907298,9780.75211370563,36829,57447,0.593548754391822,0.346372688974737,364
"982","19 38",0.21123595505618,0.169767441860465,445,430,3349.47058672692,9294.08974244941,61281,60513,0.496569903699781,0.469821214491719,617
"983","19 39",0.119850187265918,0.108695652173913,267,276,9083.01560689172,14132.927430091,35514,21673,0.181595938069233,0.790165089346489,272
"984","19 40",0.374741200828157,0.262921348314607,483,445,4792.26264355785,10850.5105648272,70948,70370,0.788801997044464,0.161559982895651,440
"985","19 41",0.434782608695652,0.461377870563674,506,479,7491.58154626039,13123.6011235758,65527,21276,0.960944080473863,0.00770892630348548,519
"986","19 42",0.303944315545244,0.280898876404494,431,356,4242.05110791891,10298.8164959719,51800,49086,0.447000322868837,0.52842424678038,434
"987","19 43",0.0418604651162791,0.0560165975103734,430,482,4065.97581426398,10333.2788033557,65608,63861,0.108691329249373,0.877280820106706,687
"988","19 44",0.36734693877551,0.448362720403023,392,397,7359.69933362835,12414.829909651,48406,0,0.967669304302949,0.000503344506028743,561
"989","19 45",0.327913279132791,0.431683168316832,369,505,4988.3367364043,9961.05457135678,38696,43670,0.960194214634799,0.00971005710625334,465
