"","ward_pre","dole_pct","bush2000_pct","votes_cast_1996","votes_cast_2000","nondemo.distance","demo.distance","white_median_income","black_median_income","white_name","black_name","registrants"
"1917","38 31",0.252840909090909,0.233062330623306,352,369,7686.93809917634,9402.59763410367,36112,0,0.593935743389074,0.00395575216789066,552
"1918","38 32",0.38177874186551,0.444943820224719,461,445,10401.2359519029,12133.0025705319,42109,0,0.857465678017673,0,430
"1919","38 33",0.21671826625387,0.294498381877023,323,309,9534.06099536659,11271.3776771818,53228,0,0.784803834433629,0.00391888059457614,345
"1920","38 34",0.288079470198675,0.297213622291022,302,323,7272.3348545133,8985.23404734013,36148,39233,0.432826037845797,0.00507150744176292,456
"1921","38 35",0.281862745098039,0.38265306122449,408,392,8273.08365757823,9993.16513637474,45156,0,0.73599765989726,0.00240418571920748,518
"1922","38 36",0.306709265175719,0.30030959752322,313,323,8681.24395878255,10425.4535850146,61167,0,0.775340138328953,0.000951306850358464,566
"1923","38 37",0.2710027100271,0.288636363636364,369,440,7414.16598905915,9141.10890035344,49668,0,0.52343587755578,0.00269723281748852,630
"1924","38 38",0.278481012658228,0.326530612244898,316,294,10526.7021221581,12266.7936636786,62820,0,0.874628419290219,0.00315049294337107,328
"1925","38 39",0.271604938271605,0.272189349112426,324,338,7503.27753851896,9204.55509250315,47851,0,0.544828656560932,0.00709703922994307,520
"1926","38 40",0.3,0.377510040160643,280,249,9192.72208110299,10928.4173322761,42553,0,0.744892658702776,2.59582059410102e-05,423
"1927","38 41",0.284403669724771,0.32311320754717,436,424,8726.82387373767,10445.0471538246,55846,0,0.834793198810039,0.000492466728685599,473
"1928","38 42",0.360493827160494,0.415525114155251,405,438,9055.95892147336,10769.9126670358,90589,44497,0.791828300058121,0.00105331879513502,667
"1929","38 43",0.31055900621118,0.297935103244838,322,339,9166.88238579705,10911.6060966891,43171,0,0.78632558740579,0.000572905156409621,387
"1930","38 44",0.325,0.418006430868167,320,311,9216.10526809581,10944.1160227826,72687,0,0.715075380810535,0.00462882775195728,450
"1931","38 45",0.303030303030303,0.325242718446602,429,412,10009.1358214765,11737.0739738098,58592,447,0.828391677945818,0.000244186010053676,495
"1932","38 46",0.315625,0.394029850746269,320,335,9242.58982125327,10988.0765742735,36284,0,0.755585196798242,0.000402344990764899,368
"1933","38 47",0.34180790960452,0.355029585798817,354,338,8437.66387115244,10178.1672942639,67835,0,0.713488870010581,0.00132073554520188,420
"1934","38 48",0.304832713754647,0.290220820189274,269,317,8994.27895643219,10735.9351977111,43750,0,0.71598806605754,0.000886884420595859,326
"1935","38 49",0.368956743002545,0.413294797687861,393,346,10796.6299862096,12529.8889462326,27937,0,0.86811603083726,1.608810571934e-05,496
"1936","38 50",0.320099255583127,0.369747899159664,403,357,9496.46105160048,11241.9687860502,52074,0,0.755155516122731,0.0030006427612583,536
"1937","38 51",0.306748466257669,0.387959866220736,326,299,9824.46989171387,11569.1520175707,31100,0,0.812971789003306,0.00232658444803236,460
"1938","38 52",0.291784702549575,0.291208791208791,353,364,8503.79223177432,10233.4992982021,44750,0,0.71818795834405,0.000676373707165399,479
"1939","38 53",0.340425531914894,0.350299401197605,376,334,7807.48379189737,9546.24955335265,48026,0,0.683273802570078,0.00136195896515575,523
"1940","38 54",0.2925,0.324937027707809,400,397,8347.66769325999,10093.2434320152,41413,62232,0.69559151572736,0.00099206044910115,388
"1941","38 55",0.336933045356371,0.356962025316456,463,790,10522.3495226224,12267.8531566265,41337,85489,0.854763148637739,0.0189664773744232,704
"1943","39 1",0.494152046783626,0.480769230769231,342,364,11126.0493400835,12076.1979774339,39566,0,0.899840139084211,0.00312022623065633,309
"1944","39 2",0.229437229437229,0.24622030237581,462,463,10933.3673640808,11126.1190605701,8342,0,0.841270658271747,0.00475884908637843,75
"1945","39 3",0.553672316384181,0.520833333333333,354,384,11871.4694931254,12619.6317493441,52360,39270,0.888647804781437,0.00104206246830665,337
"1946","39 4",0.438405797101449,0.394160583941606,276,274,10909.1857117775,11671.7490964702,31642,0,0.909773679145496,0.00459363589242502,334
"1947","39 5",0.31700288184438,0.319209039548023,347,354,9663.34629769056,10723.6490198192,48940,1655,0.700490982075696,0.000531252220387565,488
"1948","39 6",0.359550561797753,0.347826086956522,445,736,10085.7460786003,10825.1353754376,83515,7496,0.748258497075076,0.00980539996429051,720
"1949","39 7",0.222222222222222,0.273972602739726,315,365,9297.54050774353,10319.0320381296,58742,0,0.683727399582927,0.00348086648203519,520
"1950","39 8",0.227272727272727,0.296969696969697,330,330,9221.31573627072,10062.7645094111,35931,63413,0.536842344509564,0.005671226926007,387
"1951","39 9",0.290322580645161,0.309927360774818,341,413,9548.35779892201,10757.7438624284,33961,844,0.735734027543794,0.00741904958604906,623
"1952","39 10",0.19672131147541,0.197183098591549,244,284,9443.19456563926,9834.25930917834,21678,29916,0.535378306399505,0.0498523581222267,306
"1953","39 11",0.251396648044693,0.325714285714286,358,350,10150.3009413415,11320.3544166153,88470,0,0.666879767113761,0.00902257194747554,448
